WeaponID,No.,Name,カテゴリー,属性,攻撃力,攻撃力10-5,属性値,属性値10-5,会心率,装備スキル①,装備スキル①Lv,画像,装備スキル②,装備スキル②Lv,モンスター,画像ファイルネーム,s3Url,補足,CreatedAt,UpdatedAt
xe6eAOpq,60037,串刺しのプファール5,ランス,龍属性,1205,,1305,,0,狩人の結束,1,,ハイチャージ【龍】,1,メル・ゼナ,,,,,
Qx69dwbs,60038,炎尾槍カミネートー5,ランス,火属性,1020,,1173,,0,勇猛,1,,,,ケマトリス,,,,,
hEJYYdCc,60039,ゴシャガドシュ5,ランス,氷属性,1311,,1200,,-30,凶会心,1,,,,ゴシャハギ,,,,,
zzSP51kt,60040,ヴェールライトニング改5,ランス,雷属性,1138,,1156,,20,雷属性攻撃強化,1,,,,ライゼクス,,,,,
yxKXI5wV,60041,カーニバル2024ランス7,ランス,爆破,1623,,313,,0,防御,2,,,,なし,,,,2024/10/14 12:28:26,2024/10/18 10:06:06
cQRtkauO,60042,ハードボーンランス5,ランス,無属性,1596,,0,,0,SPゲージ加速,1,,,,なし,,,,2024/08/02 14:06:52,2024/10/17 22:38:57
KoMVk7m3,60043,エスペラランス5,ランス,無属性,1878,,0,,0,ロックオン,1,,,,なし,,,,,
M1euGxdF,70001,スティールガンランス5,ガンランス,無属性,1596,,0,,0,毒耐性,2,,,,なし,,,,2024/08/02 14:06:52,2024/10/03 11:10:07
Co789X7J,70002,牙竜銃槍【大喰】5,ガンランス,水属性,1373,,607,,0,体力増強,2,,,,ドスジャグラス,,,,2024/08/02 14:06:52,2024/10/17 12:44:58
x8NLuYnD,70003,ボルボバスター5,ガンランス,無属性,1756,,0,,0,防御,2,,,,ボルボロス,,,,2024/08/02 14:06:52,2024/10/17 22:30:34
QCOpRCei,70004,牙竜銃槍【黒頭巾】5,ガンランス,麻痺,1596,,400,,0,闇討ち,1,,,,ドスギルオス,,,,2024/08/02 14:06:52,2024/10/17 22:30:53
jDkpNmia,70005,飛雷銃槍テツカガチ5,ガンランス,雷属性,1293,,910,,0,回避距離UP,1,,,,トビカガチ,,,,2024/08/02 14:06:52,2024/10/03 17:14:31
rpMxVBqS,70006,シュラムバスター5,ガンランス,水属性,1293,,910,,0,背水防御,1,,,,ジュラトドス,,,,2024/08/02 14:06:52,2024/10/03 17:14:48
OnKzeb7r,70007,ジャナフキャノン5,ガンランス,火属性,1293,,910,,0,尻上がり,1,,,,アンジャナフ,,,,2024/08/02 14:06:52,2024/10/17 22:30:28
GwCxigko,70008,ハルマ=ジャナール6,ガンランス,雷属性,1197,,1154,,20,会心撃【属性】,1,,,,アンジャナフ亜種,,,,,
hSWsfSJS,70009,プリンセスバースト改5,ガンランス,毒,1516,,496,,0,体力増強,2,,,,リオレイア,,,,2024/08/02 14:06:52,2024/10/17 22:30:01
EXP4jJaq,70010,ロイヤルバースト5,ガンランス,毒,1756,,300,,0,回避距離UP,1,,,,リオレイア亜種,,,,2024/08/02 14:06:52,2024/10/03 17:39:42
R7pxr4qK,70011,クイーンバースト5,ガンランス,毒,1675,,399,,30,追い打ち【毒】,2,,,,リオレイア希少種,,,,2024/10/14 12:37:12,2024/10/14 12:37:12
hx0EO5gN,70012,ギエナキャノン5,ガンランス,氷属性,1221,,1142,,0,精霊の加護,2,,,,レイギエナ,,,,2024/08/02 14:06:52,2024/10/03 17:39:28
IZeUokSj,70013,レッドルーク5,ガンランス,火属性,1221,,1142,,0,耳栓,1,,,,リオレウス,,,,2024/08/02 14:06:52,2024/10/17 22:29:49
WaV2tul8,70014,ブルーチャリオット5,ガンランス,火属性,1682,,605,,0,SPスキル威力アップ,1,,,,リオレウス亜種,,,,2024/08/02 14:06:52,2024/10/03 17:38:54
m6NVqMA2,70015,ガンチャリオット5,ガンランス,火属性,1258,,1082,,30,会心撃【属性】,2,,,,リオレウス希少種,,,,2024/10/14 12:30:06,2024/10/18 9:47:38
kaFJMgWX,70016,巨牛の大銃槍8,ガンランス,無属性,1764,,0,,0,体幹強化,2,,,,バフバロ,,,,2024/08/02 14:06:52,2024/10/17 22:29:39
hpQd0FrL,70017,デュアルトゥース改5,ガンランス,氷属性,1191,,910,,20,回避距離UP,1,,,,ベリオロス,,,,2024/08/02 14:06:52,2024/10/17 22:29:28
qoUPhgzN,70018,王銃槍ゴウライ改5,ガンランス,雷属性,1221,,1142,,0,ジャスト回避強化,1,,,,ジンオウガ,,,,2024/08/02 14:06:52,2024/10/17 22:29:17
efTu5SXc,70019,暴銃槍グラグリード5,ガンランス,龍属性,1318,,1261,,-30,砲術,1,,,,イビルジョー,,,,2024/08/02 14:06:52,2024/10/17 22:29:08
OObCmFgX,70020,雷銃槍フルボルト5,ガンランス,雷属性,1194,,913,,20,フルチャージ,1,,,,フルフル,,,,2024/08/02 14:06:52,2024/10/03 17:34:26
n7jDu0U6,70021,ダオラ=ブリジア5,ガンランス,氷属性,1553,,974,,0,狩人の結束,1,,風圧耐性,2,クシャルダオラ,,,,2024/08/02 14:06:52,2024/10/17 22:28:46
ivcnNg87,70022,さばへなす荒槍の水守5,ガンランス,水属性,1138,,1156,,20,ジャスト回避強化,1,,,,タマミツネ,,,,2024/08/02 14:06:52,2024/08/28 11:22:15
Yoxb8BOx,70023,暁の銃槍シルエクス5,ガンランス,火属性,1588,,632,,0,ロックオン,1,,,,アケノシルム,,,,2024/10/12 10:54:46,2024/10/12 10:54:46
SnSq0iny,70024,禍ツ砲槍ノ幽鬼レコル5,ガンランス,爆破,1516,,496,,0,破壊王,1,,,,マガイマガド,,,,2024/10/12 11:03:23,2024/10/12 11:03:23
rD93qrhh,70025,雷鬼銃槍ドラガン5,ガンランス,雷属性,1318,,1261,,-30,装填防御,1,,,,ラージャン,,,,2024/10/12 10:57:13,2024/10/12 10:57:13
zh9Lw9Zn,70026,焼滅の種火5,ガンランス,龍属性,1553,,974,,0,狩人の結束,1,,破壊王,2,ネルギガンテ,,,,2024/10/14 12:35:53,2024/10/18 9:47:57
L9PTAUqL,70027,ウルクスレイ5,ガンランス,氷属性,1588,,632,,0,ロックオン,1,,,,ウルクスス,,,,,
RZ8Aq9Bz,70028,ブレイクランアウト5,ガンランス,麻痺,1516,,496,,0,回避距離UP,1,,,,ラングロトラ,,,,,
d6fDV3pk,70029,ティガバースト改5,ガンランス,無属性,2198,,0,,-40,凶会心,1,,,,ティガレックス,,,,,
urzcBS78,70030,吼銃槍【焔咬】5,ガンランス,無属性,2198,,0,,-10,ジャスト巧撃,5,,,,ティガレックス亜種,,,,,
wTxf5w9S,70031,バゼルバスター6,ガンランス,爆破,1942,,297,,-30,砲術,1,,,,バゼルギウス,,,,,
Cs82chMb,70032,ディノバスター6,ガンランス,火属性,1318,,1261,,-30,凶会心,1,,,,ディノバルド,,,,,
iPVusIgc,70033,ベナムデトワレ5,ガンランス,毒,1741,,505,,0,狩人の結束,1,,闇討ち【状態異常】,2,オオナズチ,,,,,
LFDXxbDR,70034,ヒドゥンキャノン6,ガンランス,無属性,1738,,0,,40,死中に活,2,,,,ナルガクルガ,,,,,
AKDT8aqz,70035,ネロ・エフィーラ5,ガンランス,水属性,1328,,1074,,20,狩人の結束,1,,弱点特効,1,ネロミェール,,,,,
WVDwF7Y0,70036,冷たき月の銃槍改5,ガンランス,氷属性,1020,,1173,,0,ハイチャージ【氷】,1,,,,ルナガロン,,,,,
B31oOfnA,70037,ゴルム・ベネット改5,ガンランス,無属性,1979,,0,,0,果敢,1,,,,ガランゴルム,,,,,
UYTLai6V,70038,ローゼンカノーネ改5,ガンランス,毒,1756,,282,,0,破壊王【SPスキル】,2,,,,エスピナス,,,,,
OpyvD0Nd,70039,焦熱のシュライエン5,ガンランス,龍属性,1205,,1305,,0,狩人の結束,1,,ハイチャージ【龍】,1,メル・ゼナ,,,,,
Kqj7xjhC,70040,炎尾銃槍ケマドーラ5,ガンランス,火属性,1020,,1173,,0,勇猛,1,,,,ケマトリス,,,,,
gZEQHV2h,70041,フォンセチャリオット改5,ガンランス,雷属性,1138,,1156,,20,雷属性攻撃強化,1,,,,ライゼクス,,,,,
Br4lT0QQ,70042,カーニバル2024ガンランス7,ガンランス,爆破,1623,,313,,0,防御,2,,,,なし,,,,2024/10/14 12:38:24,2024/10/18 10:05:43
I5aTzMlr,70043,大骨銃槍5,ガンランス,無属性,1596,,0,,0,SPゲージ加速,1,,,,なし,,,,2024/08/02 14:06:52,2024/08/28 11:12:38
KyDgP1Yw,70044,エスペラガンランス5,ガンランス,無属性,1878,,0,,0,ロックオン,1,,,,なし,,,,,
SH8hwqvT,80001,鋼鉄製改良剣斧5,スラッシュアックス,無属性,1596,,0,,0,毒耐性,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E9%8B%BC%E9%89%84%E8%A3%BD%E6%94%B9%E8%89%AF%E5%89%A3%E6%96%A7.png,,,
vbSEGeFv,80002,ジャグラスレイダー5,スラッシュアックス,水属性,1373,,607,,0,体力増強,2,,,,ドスジャグラス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E3%82%B8%E3%83%A3%E3%82%B0%E3%83%A9%E3%82%B9%E3%83%AC%E3%82%A4%E3%83%80%E3%83%BC.png,,,
ITdpncXp,80003,ダチュラガーデン9,スラッシュアックス,毒,1596,,400,,0,闇討ち,1,,,,プケプケ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E3%83%80%E3%83%81%E3%83%A5%E3%83%A9%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3.png,,,
ac3zeTo5,80004,ルブラルラグーン6,スラッシュアックス,水属性,1221,,1142,,0,耳栓,1,,,,プケプケ亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E3%83%AB%E3%83%96%E3%83%A9%E3%83%AB%E3%83%A9%E3%82%B0%E3%83%BC%E3%83%B3.png,,,
QNOFMyHn,80005,ボルボグランダー5,スラッシュアックス,無属性,1756,,0,,0,防御,2,,,,ボルボロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E3%83%9C%E3%83%AB%E3%83%9C%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%80%E3%83%BC.png,,,
l6x4ZHhz,80006,ライトニングアクセル5,スラッシュアックス,雷属性,1293,,910,,0,回避距離UP,1,,,,トビカガチ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E3%83%A9%E3%82%A4%E3%83%88%E3%83%8B%E3%83%B3%E3%82%B0%E3%82%A2%E3%82%AF%E3%82%BB%E3%83%AB.png,,,
De0pypbx,80007,ウルムーアックス5,スラッシュアックス,無属性,1764,,0,,0,精霊の加護,2,,,,パオウルムー,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E3%82%A6%E3%83%AB%E3%83%A0%E3%83%BC%E3%82%A2%E3%83%83%E3%82%AF%E3%82%B9.png,,,
Hhy5kcn6,80008,ニュクススマッシャー6,スラッシュアックス,睡眠,1756,,300,,0,闇討ち,1,,,,パオウルムー亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E3%83%8B%E3%83%A5%E3%82%AF%E3%82%B9%E3%82%B9%E3%83%9E%E3%83%83%E3%82%B7%E3%83%A3%E3%83%BC.png,,,
FdmxiXGA,80009,シュラムドラウト5,スラッシュアックス,水属性,1293,,910,,0,背水防御,1,,,,ジュラトドス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E3%82%B7%E3%83%A5%E3%83%A9%E3%83%A0%E3%83%89%E3%83%A9%E3%82%A6%E3%83%88.png,,,
zQyVrcuj,80010,フラムエルシスカ改5,スラッシュアックス,火属性,1293,,910,,0,尻上がり,1,,,,アンジャナフ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E3%83%95%E3%83%A9%E3%83%A0%E3%82%A8%E3%83%AB%E3%82%B7%E3%82%B9%E3%82%AB%E6%94%B9.png,,,
Gpthn3mJ,80011,雷顎剣斧ドネルシスカ改5,スラッシュアックス,雷属性,1197,,1154,,20,会心撃【属性】,1,,,,アンジャナフ亜種,,,,,
MpDzeNh4,80012,竜姫の剣斧改5,スラッシュアックス,毒,1516,,496,,0,体力増強,2,,,,リオレイア,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E7%AB%9C%E5%A7%AB%E3%81%AE%E5%89%A3%E6%96%A7%E6%94%B9.png,,,
aoFAl0Jq,80013,煌戦の金剣斧5,スラッシュアックス,毒,1675,,399,,30,追い打ち【毒】,2,,,,リオレイア希少種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E7%85%8C%E6%88%A6%E3%81%AE%E9%87%91%E5%89%A3%E6%96%A7.png,,,
TGDCVmkY,80014,ホロウコラム5,スラッシュアックス,氷属性,1221,,1142,,0,精霊の加護,2,,,,レイギエナ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E3%83%9B%E3%83%AD%E3%82%A6%E3%82%B3%E3%83%A9%E3%83%A0.png,,,
TFASokPH,80015,タイラントアックス5,スラッシュアックス,無属性,1979,,0,,0,火事場力,1,,,,ディアブロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E3%82%BF%E3%82%A4%E3%83%A9%E3%83%B3%E3%83%88%E3%82%A2%E3%83%83%E3%82%AF%E3%82%B9.png,,,
H5x4ELaL,80016,デモン5,スラッシュアックス,無属性,2218,,0,,-30,破壊王,1,,,,ディアブロス亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E3%83%87%E3%83%A2%E3%83%B3.png,,,
s0WtgVxW,80017,火竜斧レウスギア5,スラッシュアックス,火属性,1221,,1142,,0,耳栓,1,,,,リオレウス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E7%81%AB%E7%AB%9C%E6%96%A7%E3%83%AC%E3%82%A6%E3%82%B9%E3%82%AE%E3%82%A2.png,,,
LzR2tJxd,80018,蒼炎斧ブルーギア6,スラッシュアックス,火属性,1682,,605,,0,SPスキル威力アップ,1,,,,リオレウス亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E8%92%BC%E7%82%8E%E6%96%A7%E3%83%96%E3%83%AB%E3%83%BC%E3%82%AE%E3%82%A2.png,,,
v2Qqs8VT,80019,煌竜斧シルバーギア5,スラッシュアックス,火属性,1258,,1082,,30,会心撃【属性】,2,,,,リオレウス希少種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E7%85%8C%E7%AB%9C%E6%96%A7%E3%82%B7%E3%83%AB%E3%83%90%E3%83%BC%E3%82%AE%E3%82%A2.png,,,
esY6wYzU,80020,巨牛の大剣斧8,スラッシュアックス,無属性,1764,,0,,0,体幹強化,2,,,,バフバロ,,,,,
xhGvzKE3,80021,アンバースラッシュ改5,スラッシュアックス,氷属性,1191,,910,,20,回避距離UP,1,,,,ベリオロス,,,,,
mfI58Yif,80022,迅雷の剣斧6,スラッシュアックス,雷属性,1221,,1142,,0,ジャスト回避強化,1,,,,ジンオウガ,,,,,
deO9auky,80023,テラーテュランノス5,スラッシュアックス,龍属性,1318,,1261,,-30,チェンジブースト,1,,,,イビルジョー,,,,,
HgD8Ycmp,80024,フルシャルマキス5,スラッシュアックス,雷属性,1194,,913,,20,フルチャージ,1,,,,フルフル,,,,,
K6wLLxl7,80025,ジャナフ＝ダオラ5,スラッシュアックス,氷属性,1553,,974,,0,狩人の結束,1,,風圧耐性,2,クシャルダオラ,,,,,
iTAuGR3J,80026,にはたづみ流斧の彫字5,スラッシュアックス,水属性,1138,,1156,,20,ジャスト回避強化,1,,,,タマミツネ,,,,,
bKdabqZY,80027,テオ＝キャッスル5,スラッシュアックス,爆破,1684,,502,,0,狩人の結束,1,,火事場力,2,テオ・テスカトル,,,,,
hNMLsR7I,80028,暁の剣斧シルファリス5,スラッシュアックス,火属性,1588,,632,,0,ロックオン,1,,,,アケノシルム,,,,,
GkamxARz,80029,禍ツ斧ノ幽鬼シムタス5,スラッシュアックス,爆破,1516,,496,,0,破壊王,1,,,,マガイマガド,,,,,
ga7JUg6Q,80030,金剛剣斧カンナリ5,スラッシュアックス,雷属性,1318,,1261,,-30,闘気活性,1,,,,ラージャン,,,,,
vLyr3Ihb,80031,断滅の一閃5,スラッシュアックス,龍属性,1553,,974,,0,狩人の結束,1,,破壊王,2,ネルギガンテ,,,,,
RicQCNlY,80032,白兎剣斧ネーヴェスレ5,スラッシュアックス,氷属性,1588,,632,,0,ロックオン,1,,,,ウルクスス,,,,,
SaqbaMfO,80033,ヴァーミリンガー5,スラッシュアックス,麻痺,1516,,496,,0,回避距離UP,1,,,,ラングロトラ,,,,,
nM0TGi7b,80034,レックスレイダー改6,スラッシュアックス,無属性,2198,,0,,-40,凶会心,1,,,,ティガレックス,,,,,
sWQ7Xton,80035,カーサスレイダー6,スラッシュアックス,無属性,2198,,0,,-10,防御の備え,3,,,,ティガレックス亜種,,,,,
g7Js2R2m,80036,雷斧5,スラッシュアックス,雷属性,1205,,1305,,0,狩人の結束,1,,力の解放,1,キリン,,,,,
RgwJTAY3,80037,バゼルレイダー6,スラッシュアックス,爆破,1942,,297,,-30,連撃,2,,,,バゼルギウス,,,,,
Vsf471zH,80038,青熊豪斧【山祭】5,スラッシュアックス,無属性,1971,,0,,-20,SPスキル威力アップ,2,,,,アオアシラ,,,,,
WbrEFj5i,80039,ディノスマッシャー6,スラッシュアックス,火属性,1318,,1261,,-30,凶会心,1,,,,ディノバルド,,,,,
WgPq9y0w,80040,幻視のバロール5,スラッシュアックス,毒,1741,,505,,0,狩人の結束,1,,闇討ち【状態異常】,2,オオナズチ,,,,,
BG8pKoHt,80041,大天具・輪斧グンダリ5,スラッシュアックス,無属性,1764,,0,,0,グループハント強化【攻撃】,2,,,,ビシュテンゴ,,,,,
BuwyHvRt,80042,ヒドゥンアックス改5,スラッシュアックス,無属性,1738,,0,,40,死中に活,2,,,,ナルガクルガ,,,,,
S8XF028c,80043,ネロ・ストロビラ5,スラッシュアックス,水属性,1328,,1074,,20,狩人の結束,1,,弱点特効,1,ネロミェール,,,,,
b2wYEVrI,80044,冷たき月の剣斧改5,スラッシュアックス,氷属性,1020,,1173,,0,ハイチャージ【氷】,1,,,,ルナガロン,,,,,
UYPIOZ2l,80045,ゴルム・アクス改5,スラッシュアックス,無属性,1979,,0,,0,果敢,1,,,,ガランゴルム,,,,,
Aq37Mhkm,80046,ローゼンアカンタ改5,スラッシュアックス,火属性,1197,,1154,,20,破壊王【SPスキル】,2,,,,エスピナス,,,,,
bI2DVSLv,80047,八裂のフォルター5,スラッシュアックス,龍属性,1205,,1305,,0,狩人の結束,1,,ハイチャージ【龍】,1,メル・ゼナ,,,,,
RFvb4OkP,80048,ハイ=ライジャード改5,スラッシュアックス,雷属性,1138,,1156,,20,雷属性攻撃強化,1,,,,ライゼクス,,,,,
ElUPPcGJ,80049,ボーンスマッシャー5,スラッシュアックス,無属性,1596,,0,,0,SPゲージ加速,1,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/800xx/%E3%83%9C%E3%83%BC%E3%83%B3%E3%82%B9%E3%83%9E%E3%83%83%E3%82%B7%E3%83%A3%E3%83%BC.png,,,
XLL9Uw9k,80050,エスペラアックス5,スラッシュアックス,無属性,1878,,0,,0,ロックオン,1,,,,なし,,,,,
PHAGv25e,90001,レーガスピーダ5,チャージアックス,無属性,1596,,0,,0,毒耐性,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%83%AC%E3%83%BC%E3%82%AC%E3%82%B9%E3%83%94%E3%83%BC%E3%83%80.png,,2024/08/02 14:06:52,2024/10/03 17:43:25
TBBcavLh,90002,ジャグラスエスクード5,チャージアックス,水属性,1373,,607,,0,体力増強,2,,,,ドスジャグラス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%82%B8%E3%83%A3%E3%82%B0%E3%83%A9%E3%82%B9%E3%82%A8%E3%82%B9%E3%82%AF%E3%83%BC%E3%83%89.png,,2024/08/02 14:06:52,2024/10/03 17:42:08
MRUubOrO,90003,ギルオスナージャ5,チャージアックス,麻痺,1596,,400,,0,闇討ち,1,,,,ドスギルオス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%82%AE%E3%83%AB%E3%82%AA%E3%82%B9%E3%83%8A%E3%83%BC%E3%82%B8%E3%83%A3.png,,2024/08/02 14:06:52,2024/10/03 17:41:50
yl6ULmq1,90004,カガチノカイナ5,チャージアックス,雷属性,1293,,910,,0,回避距離UP,1,,,,トビカガチ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%82%AB%E3%82%AC%E3%83%81%E3%83%8E%E3%82%AB%E3%82%A4%E3%83%8A.png,,2024/08/02 14:06:52,2024/10/03 17:41:34
x6e3j1e7,90005,ディープシュラム5,チャージアックス,水属性,1293,,910,,0,背水防御,1,,,,ジュラトドス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%83%87%E3%82%A3%E3%83%BC%E3%83%97%E3%82%B7%E3%83%A5%E3%83%A9%E3%83%A0.png,,2024/08/02 14:06:52,2024/10/03 17:41:20
AbShEiOt,90006,ディア=ルテミア5,チャージアックス,毒,1516,,496,,0,体力増強,2,,,,リオレイア,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%83%87%E3%82%A3%E3%82%A2%3D%E3%83%AB%E3%83%86%E3%83%9F%E3%82%A2.png,,2024/08/02 14:06:52,2024/10/03 17:41:03
fT0YvD3J,90007,ディア=ヘカテリア5,チャージアックス,毒,1756,,300,,0,回避距離UP,1,,,,リオレイア亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%83%87%E3%82%A3%E3%82%A2%3D%E3%83%98%E3%82%AB%E3%83%86%E3%83%AA%E3%82%A2.png,,2024/08/02 14:06:52,2024/10/03 17:40:45
DlEHaDzX,90008,ルナ＝エストオレ5,チャージアックス,毒,1675,,399,,30,追い打ち【毒】,2,,,,リオレイア希少種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%83%AB%E3%83%8A%EF%BC%9D%E3%82%A8%E3%82%B9%E3%83%88%E3%82%AA%E3%83%AC.png,,2024/10/14 12:48:22,2024/10/14 12:48:22
WqvPLngM,90009,ギガフロスト5,チャージアックス,氷属性,1221,,1142,,0,精霊の加護,2,,,,レイギエナ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%82%AE%E3%82%AC%E3%83%95%E3%83%AD%E3%82%B9%E3%83%88.png,,2024/08/02 14:06:52,2024/10/03 17:23:59
QDD7Ftr1,90010,タイラントブロス5,チャージアックス,無属性,1979,,0,,0,火事場力,1,,,,ディアブロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%82%BF%E3%82%A4%E3%83%A9%E3%83%B3%E3%83%88%E3%83%96%E3%83%AD%E3%82%B9.png,,2024/08/02 14:06:52,2024/10/03 17:23:28
oFWL2FWc,90011,タナトスフォース6,チャージアックス,無属性,2218,,0,,-30,破壊王,1,,,,ディアブロス亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%82%BF%E3%83%8A%E3%83%88%E3%82%B9%E3%83%95%E3%82%A9%E3%83%BC%E3%82%B9.png,,2024/08/02 14:06:52,2024/10/03 17:23:12
rS1HoRRS,90012,炎斧アクセリオン5,チャージアックス,火属性,1221,,1142,,0,耳栓,1,,,,リオレウス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E7%82%8E%E6%96%A7%E3%82%A2%E3%82%AF%E3%82%BB%E3%83%AA%E3%82%AA%E3%83%B3.png,,2024/08/02 14:06:52,2024/10/03 17:22:55
rZmr0EQv,90013,蒼炎斧ソウルクラトス6,チャージアックス,火属性,1682,,605,,0,SPスキル威力アップ,1,,,,リオレウス亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E8%92%BC%E7%82%8E%E6%96%A7%E3%82%BD%E3%82%A6%E3%83%AB%E3%82%AF%E3%83%A9%E3%83%88%E3%82%B9.png,,2024/08/02 14:06:52,2024/10/03 17:22:35
KDEKaFuS,90014,業火斧ヘルメスレイ5,チャージアックス,火属性,1258,,1082,,30,会心撃【属性】,2,,,,リオレウス希少種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E6%A5%AD%E7%81%AB%E6%96%A7%E3%83%98%E3%83%AB%E3%83%A1%E3%82%B9%E3%83%AC%E3%82%A4.png,,2024/10/14 12:44:12,2024/10/14 12:44:12
xa1OwLka,90015,ヴァイスリッター改5,チャージアックス,氷属性,1191,,910,,20,回避距離UP,1,,,,ベリオロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%83%B4%E3%82%A1%E3%82%A4%E3%82%B9%E3%83%AA%E3%83%83%E3%82%BF%E3%83%BC%E6%94%B9.png,,2024/08/02 14:06:52,2024/10/03 17:22:11
Mn2VSImN,90016,王牙盾斧【風雷】1,チャージアックス,雷属性,1221,,1142,,0,ジャスト回避強化,1,,,,ジンオウガ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E7%8E%8B%E7%89%99%E7%9B%BE%E6%96%A7%E3%80%90%E9%A2%A8%E9%9B%B7%E3%80%91.png,,2024/08/02 14:06:52,2024/10/03 17:17:48
nZ0aX8JB,90017,憎しみの炎5,チャージアックス,無属性,1719,,0,,20,SPゲージ加速【ジャスト回避】,1,,,,オドガロン,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E6%86%8E%E3%81%97%E3%81%BF%E3%81%AE%E7%82%8E.png,,2024/08/02 14:06:52,2024/10/03 17:17:12
FYluf8np,90018,死怨【グラッジ】5,チャージアックス,龍属性,1138,#REF!,1156,,20,超会心,1,,,,オドガロン亜種,,,,,
vpKif63N,90019,デストネーター5,チャージアックス,龍属性,1318,,1261,,-30,力の解放,1,,,,イビルジョー,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%83%87%E3%82%B9%E3%83%88%E3%83%8D%E3%83%BC%E3%82%BF%E3%83%BC.png,,2024/08/02 14:06:52,2024/10/03 11:06:50
aw0xugE9,90020,タイタンアームズ5,チャージアックス,毒,1671,,342,,-15,火事場力,1,,,,バサルモス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%82%BF%E3%82%A4%E3%82%BF%E3%83%B3%E3%82%A2%E3%83%BC%E3%83%A0%E3%82%BA.png,,2024/08/02 14:06:52,2024/10/03 11:07:11
nfyTgU46,90021,ダオラ=ゲンム5,チャージアックス,氷属性,1553,,974,,0,狩人の結束,1,,風圧耐性,2,クシャルダオラ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%83%80%E3%82%AA%E3%83%A9%3D%E3%82%B2%E3%83%B3%E3%83%A0.png,,2024/08/02 14:06:52,2024/10/03 11:07:46
wlYa7bJd,90022,しろたへの衣斧の御帝5,チャージアックス,水属性,1138,,1156,,20,ジャスト回避強化,1,,,,タマミツネ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%81%97%E3%82%8D%E3%81%9F%E3%81%B8%E3%81%AE%E8%A1%A3%E6%96%A7%E3%81%AE%E5%BE%A1%E5%B8%9D.png,,2024/08/02 14:06:52,2024/10/03 11:08:12
iV4Befw0,90023,テオ=ノーヴァ5,チャージアックス,爆破,1684,,502,,0,狩人の結束,1,,火事場力,2,テオ・テスカトル,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%83%86%E3%82%AA%3D%E3%83%8E%E3%83%BC%E3%83%B4%E3%82%A1.png,,2024/08/20 15:33:48,2024/10/05 8:47:17
